code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
2884,玉山金,6682255,5922452,6272447,12.82,6.53,6682255,6272447,6.53,-,6682255
2885,元大金,10569196,7077451,7661106,49.33,37.95,10569196,7661106,37.95,-,10569196
2886,兆豐金,7914405,7094692,6207022,11.55,27.5,7914405,6207022,27.5,-,7914405
2887,台新金,8262876,5314644,6567047,55.47,25.82,8262876,6567047,25.82,-,8262876
2888,新光金,4229735,5143389,2350561,-17.76,79.94,4229735,2350561,79.94,今年營業收入相較去年增加，主係投資相關淨收益增加所致。,4229735
2889,國票金,766076,650198,551030,17.82,39.02,766076,551030,39.02,-,766076
2890,永豐金,6019116,4312489,4259606,39.57,41.3,6019116,4259606,41.3,-,6019116
2891,中信金,19677095,9755268,8220375,101.7,139.36,19677095,8220375,139.36,本月營業收入淨額較去年同期增加，主係淨保險收益增加外，採權益法投資收益較去年同期增加所致。,19677095
2892,第一金,6644640,5163097,6133401,28.69,8.33,6644640,6133401,8.33,-,6644640
2897,王道銀行,1321156,634724,881644,108.14,49.85,1321156,881644,49.85,-,1321156
5876,上海商銀,4060032,3700082,3777760,9.72,7.47,4060032,3777760,7.47,-,4060032
5880,合庫金,6022265,5089571,4896870,18.32,22.98,6022265,4896870,22.98,-,6022265
6005,群益證,1225500,1401784,846609,-12.57,44.75,1225500,846609,44.75,-,1225500
6024,群益期,198913,167744,135108,18.58,47.22,198913,135108,47.22,-,198913
2601,益航,453350,445512,597650,1.75,-24.14,453350,597650,-24.14,-,453350
2901,欣欣,12028,12438,11543,-3.29,4.2,12028,11543,4.2,-,12028
2903,遠百,2930942,2906848,3698297,0.82,-20.74,2930942,3698297,-20.74,-,2930942
2905,三商,26990144,8141615,31192046,231.5,-13.47,26990144,31192046,-13.47,-,26990144
2906,高林,750638,839017,660378,-10.53,13.66,750638,660378,13.66,-,750638
2908,特力,3463432,3118451,3205612,11.06,8.04,3463432,3205612,8.04,-,3463432
2910,統領,49129,40111,40876,22.48,20.19,49129,40876,20.19,-,49129
2911,麗嬰房,269303,275890,353319,-2.38,-23.77,269303,353319,-23.77,-,269303
2912,統一超,27892872,27530045,26613848,1.31,4.8,27892872,26613848,4.8,-,27892872
2913,農林,33515,29683,35447,12.9,-5.45,33515,35447,-5.45,-,33515
2915,潤泰全,247919,188703,256578,31.38,-3.37,247919,256578,-3.37,-,247919
2945,三商家購,1113106,1199011,1172672,-7.16,-5.07,1113106,1172672,-5.07,-,1113106
8443,阿瘦,98334,100277,126756,-1.93,-22.42,98334,126756,-22.42,-,98334
3708,上緯投控,620342,622676,458449,-0.37,35.31,620342,458449,35.31,-,620342
5292,華懋,237051,189823,271422,24.88,-12.66,237051,271422,-12.66,本公司完工百分比法係以投入成本為完工進度基礎，各期依工程安排時間不同而產生差異,237051
6581,鋼聯,163160,281580,152791,-42.05,6.78,163160,152791,6.78,-,163160
6806,森崴能源,956369,2445838,562579,-60.89,69.99,956369,562579,69.99,主要係因離岸之主要工程開始施作認列收入所致,956369
6869,雲豹能源-創,221756,492867,374267,-55.0,-40.74,221756,374267,-40.74,-,221756
6873,泓德能源-創,161768,1683953,206630,-90.39,-21.71,161768,206630,-21.71,-,161768
8341,日友,259824,300378,287132,-13.5,-9.51,259824,287132,-9.51,-,259824
8422,可寧衛,401539,342909,463846,17.09,-13.43,401539,463846,-13.43,-,401539
8438,昶昕,229383,259127,255580,-11.47,-10.25,229383,255580,-10.25,-,229383
8473,山林水,308441,312132,269296,-1.18,14.53,308441,269296,14.53,-,308441
8476,台境,96829,121711,77307,-20.44,25.25,96829,77307,25.25,-,96829
9930,中聯資源,1052048,1059358,876912,-0.69,19.97,1052048,876912,19.97,-,1052048
9955,佳龍,124524,89234,83424,39.54,49.26,124524,83424,49.26,-,124524
3130,一零四,173429,185312,145337,-6.41,19.32,173429,145337,19.32,-,173429
6165,浪凡,273841,229631,223171,19.25,22.7,273841,223171,22.7,-,273841
6689,伊雲谷,885984,922509,719886,-3.95,23.07,885984,719886,23.07,-,885984
6902,走著瞧-創,75628,77514,52702,-2.43,43.5,75628,52702,43.5,-,75628
6906,現觀科,21612,42144,14621,-48.71,47.81,21612,14621,47.81,-,21612
8454,富邦媒,9665444,9733701,8752352,-0.7,10.43,9665444,8752352,10.43,-,9665444
1432,大魯閣,102758,109529,124297,-6.18,-17.32,102758,124297,-17.32,-,102758
1598,岱宇,634938,818646,790794,-22.44,-19.7,634938,790794,-19.7,-,634938
1736,喬山,2267631,5626351,2062479,-59.69,9.94,2267631,2062479,9.94,-,2267631
4536,拓凱,789333,785714,1041467,0.46,-24.2,789333,1041467,-24.2,-,789333
5306,桂盟,463743,318016,388594,45.82,19.33,463743,388594,19.33,-,463743
6670,復盛應用,2682624,2576816,2925919,4.1,-8.31,2682624,2925919,-8.31,-,2682624
8462,柏文,387722,381114,286731,1.73,35.22,387722,286731,35.22,-,387722
8478,東哥遊艇,608986,624361,409276,-2.46,48.79,608986,409276,48.79,主係認列遊艇銷貨收入增加所致,608986
9904,寶成,23110700,20042746,24801089,15.3,-6.81,23110700,24801089,-6.81,-,23110700
9910,豐泰,7411390,7368038,6364254,0.58,16.45,7411390,6364254,16.45,合併營業收入為本公司自結數.,7411390
9914,美利達,1573421,1527727,2284346,2.99,-31.12,1573421,2284346,-31.12,配合市場需求調整,1573421
9921,巨大,4794919,4168969,5828346,15.01,-17.73,4794919,5828346,-17.73,-,4794919
2062,橋椿,850938,783866,331354,8.55,156.8,850938,331354,156.8,本月營業收入淨額增加，主係112年1月份適逢春節期間，台灣及大陸工廠工作天數減少，相對減少出貨所致。,850938
3557,嘉威,825304,530035,611043,55.7,35.06,825304,611043,35.06,-,825304
6754,匯僑設計,401912,520129,203320,-22.72,97.67,401912,203320,97.67,今年工作日較去年同期增加,401912
8464,億豐,2308294,2376097,1851083,-2.85,24.69,2308294,1851083,24.69,-,2308294
9911,櫻花,930963,821070,703717,13.38,32.29,930963,703717,32.29,-,930963
9924,福興,761542,834085,706904,-8.69,7.72,761542,706904,7.72,-,761542
9934,成霖,1564738,1173483,1488758,33.34,5.1,1564738,1488758,5.1,-,1564738
9935,慶豐富,382438,352251,374764,8.56,2.04,382438,374764,2.04,-,382438
1342,八貫,179937,233270,256408,-22.86,-29.82,179937,256408,-29.82,-,179937
1416,廣豐,30430,28804,18311,5.64,66.18,30430,18311,66.18,數位科技事業營收增加,30430
1435,中福,604,625,738,-3.36,-18.15,604,738,-18.15,-,604
1437,勤益控,53321,58003,51610,-8.07,3.31,53321,51610,3.31,-,53321
1443,立益物流,78537,65991,53169,19.01,47.71,78537,53169,47.71,-,78537
1516,川飛,128805,40144,198800,220.85,-35.2,128805,198800,-35.2,-,128805
2348,海悅,1006682,3040452,135876,-66.89,640.88,1006682,135876,640.88,本月及本年度增減百分比達50％以上，係因個案銷售狀況良好及本期認列創研段建案營建收入,1006682
2358,廷鑫,40288,20904,93259,92.72,-56.79,40288,93259,-56.79,下游客戶需求減少,40288
2443,昶虹,2248,6022,1196,-62.67,87.95,2248,1196,87.95,因公司業務整理中，目前正逐步導入新事業，營業收入因而產生差異。,2248
2496,卓越,61582,69414,48646,-11.28,26.59,61582,48646,26.59,-,61582
2514,龍邦,2629894,2130490,362800,23.44,624.88,2629894,362800,624.88,因本月完成土地出售交易、子公司瑞助工程收入成長及合併泰山(1218)，致營收較去年同期增加。,2629894
2614,東森,518876,514899,508264,0.77,2.08,518876,508264,2.08,-,518876
2904,匯僑,32799,31623,42322,3.71,-22.5,32799,42322,-22.5,-,32799
3040,遠見,11177,12796,13590,-12.65,-17.75,11177,13590,-17.75,-,11177
6184,大豐電,172378,176290,167663,-2.21,2.81,172378,167663,2.81,-,172378
6464,台數科,361253,370326,339790,-2.45,6.31,361253,339790,6.31,-,361253
6504,南六,538705,512222,434234,5.17,24.05,538705,434234,24.05,-,538705
6585,鼎基,262037,282552,184340,-7.26,42.14,262037,184340,42.14,-,262037
6592,和潤企業,2641228,2606304,2138816,1.33,23.49,2641228,2138816,23.49,-,2641228
6625,必應,175390,186306,66789,-5.85,162.6,175390,66789,162.6,主要係因本期參與製作之演製活動等較去年同期增加所致,175390
6655,科定,213783,234914,98499,-8.99,117.04,213783,98499,117.04,去年過年較早，今年1月份受農曆春節之淡季影響較小，故今年較去年度大幅成長。,213783
6901,鑽石投資,-696520,-342658,28933,-103.26,-2507.35,-696520,28933,-2507.35,營業收入為投資標的之評價損益(含已實現及未實現)，投資標的的股數及公允價值變動情形，請參考本公司網站投資人專區/財務資訊。,-696520
8033,雷虎,118709,87346,85386,35.9,39.02,118709,85386,39.02,-,118709
8463,潤泰材,572905,593936,312225,-3.54,83.49,572905,312225,83.49,主係本公司水泥及建材銷售增加，以致本月及本年累計營收較去年同期及去年累計增加。,572905
8481,政伸,91846,79751,76201,15.16,20.53,91846,76201,20.53,-,91846
9902,台火,1624,125730,20841,-98.7,-92.2,1624,20841,-92.2,本月營收較去年同期減少，主要係本月無銷售進口汽車及投標車輛之營收所致。,1624
9905,大華,751019,578753,574155,29.76,30.8,751019,574155,30.8,-,751019
9907,統一實,3396124,3130310,2263825,8.49,50.01,3396124,2263825,50.01,本期逢春節前需求增加及去年同期逢春節假期工作天數較少。,3396124
9917,中保科,1441092,1501787,1300733,-4.04,10.79,1441092,1300733,10.79,-,1441092
9919,康那香,289070,235619,267340,22.68,8.12,289070,267340,8.12,-,289070
9925,新保,659591,627235,616048,5.15,7.06,659591,616048,7.06,-,659591
9927,泰銘,869096,693559,553940,25.3,56.89,869096,553940,56.89,營收較去年同期增加56.89%，主因係112年1月上班天數僅16天(春節連假)，較113年1月上班天數22天減少6天所致。,869096
9928,中視,84301,129154,84994,-34.72,-0.81,84301,84994,-0.81,-,84301
9929,秋雨,60270,65463,54376,-7.93,10.83,60270,54376,10.83,-,60270
9933,中鼎,8771251,10719069,6973954,-18.17,25.77,8771251,6973954,25.77,-,8771251
9938,百和,1311008,1016891,779389,28.92,68.2,1311008,779389,68.2,因本月客戶訂單需求回升及去年同月適逢農曆春節工作天數較少所致。,1311008
9939,宏全,2316146,1898895,1907806,21.97,21.4,2316146,1907806,21.4,-,2316146
9940,信義,990458,1090719,2063264,-9.19,-51.99,990458,2063264,-51.99,"本月營收減少52%，主要係信義開發嘉和案於112 年1月交屋認列營收1,464百萬元，本月信義開發無交屋。",990458
9941,裕融,3574591,3544707,3163788,0.84,12.98,3574591,3163788,12.98,-,3574591
9942,茂順,367570,350947,302552,4.73,21.48,367570,302552,21.48,-,367570
9944,新麗,212101,164758,155326,28.73,36.55,212101,155326,36.55,-,212101
9945,潤泰新,2900320,2916478,1671450,-0.55,73.52,2900320,1671450,73.52,主係建案交屋認列及子公司潤弘正於大量施工階段，以致本月營收較去年同期增加。,2900320
